name,category,image_url,product_url,colors,season,occasion,style_tags,occasion_tags,source,source_item_id,brand
Chicago,shoes,catalog/images/0676640002.jpg,,Yellow,,,bold|statement,,h_and_m,0676640002,H&M
Marbella highshaft,shoes,catalog/images/0672355002.jpg,,Black,,,classic|minimal,,h_and_m,0672355002,H&M
Milo sandalette,shoes,catalog/images/0808029001.jpg,,Black,,,classic|minimal,,h_and_m,0808029001,H&M
Marita espadrille,shoes,catalog/images/0593808005.jpg,,Black,,,classic|minimal,,h_and_m,0593808005,H&M
Ibsen boot,shoes,catalog/images/0898889001.jpg,,Black,,,classic|minimal,,h_and_m,0898889001,H&M
Bros PQ pump,shoes,catalog/images/0782066001.jpg,,Black,,,classic|minimal,,h_and_m,0782066001,H&M
Freddie sneaker,shoes,catalog/images/0708626001.jpg,,Light Pink,,,classic|minimal,,h_and_m,0708626001,H&M
Harry hiking boot,shoes,catalog/images/0817484004.jpg,,Black,,,classic|minimal,,h_and_m,0817484004,H&M
Selda thong sandal,shoes,catalog/images/0808624001.jpg,,Black,,,classic|minimal,,h_and_m,0808624001,H&M
OL IMARI PQ sandal,shoes,catalog/images/0748344001.jpg,,Black,,,classic|minimal,,h_and_m,0748344001,H&M
Abi Hightop Sneaker,shoes,catalog/images/0852772003.jpg,,Greenish Khaki,,,bold|statement,,h_and_m,0852772003,H&M
Patty flip-flop,shoes,catalog/images/0581298006.jpg,,White,,,classic|minimal,,h_and_m,0581298006,H&M
OL MADISON PQ Ballerina,shoes,catalog/images/0599703003.jpg,,Black,,,classic|minimal,,h_and_m,0599703003,H&M
Hansel pile,shoes,catalog/images/0790542001.jpg,,Black,,,classic|minimal,,h_and_m,0790542001,H&M
Summer Pam,shoes,catalog/images/0723890001.jpg,,Black,,,classic|minimal,,h_and_m,0723890001,H&M
Kafka boot,shoes,catalog/images/0898885002.jpg,,Black,,,bold|statement,,h_and_m,0898885002,H&M
Isac sandal,shoes,catalog/images/0703805001.jpg,,Black,,,classic|minimal,,h_and_m,0703805001,H&M
Adan sneaker,shoes,catalog/images/0686030003.jpg,,Black,,,classic|minimal,,h_and_m,0686030003,H&M
SORAYA PQ,shoes,catalog/images/0559072001.jpg,,Black,,,classic|minimal,,h_and_m,0559072001,H&M
Laila Ballerina,shoes,catalog/images/0843213001.jpg,,Black,,,classic|minimal,,h_and_m,0843213001,H&M
OL GLOER PQ Boot,shoes,catalog/images/0674047004.jpg,,Dark Orange,,,classic|minimal,,h_and_m,0674047004,H&M
Satin Slipper,shoes,catalog/images/0732811001.jpg,,Beige,,,bold|statement,,h_and_m,0732811001,H&M
Albany sock,shoes,catalog/images/0719010002.jpg,,Dark Pink,,,classic|minimal,,h_and_m,0719010002,H&M
Dolores fancy sneaker,shoes,catalog/images/0608347003.jpg,,Beige,,,statement|trendy,,h_and_m,0608347003,H&M
OL GLOER PQ Boot,shoes,catalog/images/0674047001.jpg,,White,,,classic|minimal,,h_and_m,0674047001,H&M
Doris sandal new,shoes,catalog/images/0734460007.jpg,,Yellow,,,classic|minimal,,h_and_m,0734460007,H&M
Lilja sock sneaker,shoes,catalog/images/0684044002.jpg,,Dark Orange,,,classic|minimal,,h_and_m,0684044002,H&M
LOLA SANDAL,shoes,catalog/images/0734460002.jpg,,Yellowish Brown,,,classic|minimal,,h_and_m,0734460002,H&M
OL BARNES Espadrille,shoes,catalog/images/0620745003.jpg,,Dark Red,,,classic|minimal,,h_and_m,0620745003,H&M
Jane Platform,shoes,catalog/images/0782527001.jpg,,Black,,,classic|minimal,,h_and_m,0782527001,H&M
OL POLK PQ Pump,shoes,catalog/images/0599729003.jpg,,Dark Grey,,,classic|minimal,,h_and_m,0599729003,H&M
Marita espadrille,shoes,catalog/images/0593808008.jpg,,Orange,,,classic|minimal,,h_and_m,0593808008,H&M
Mona Heel,shoes,catalog/images/0879190001.jpg,,Black,,,modern|versatile,,h_and_m,0879190001,H&M
Oakland sockboot,shoes,catalog/images/0680716001.jpg,,Red,,,,,h_and_m,0680716001,H&M
Sartre boot,shoes,catalog/images/0901331001.jpg,,Dark Orange,,,classic|minimal,,h_and_m,0901331001,H&M
Erica sandalette,shoes,catalog/images/0734872001.jpg,,Beige,,,classic|minimal,,h_and_m,0734872001,H&M
Belinda wedge,shoes,catalog/images/0606743002.jpg,,Orange,,,classic|minimal,,h_and_m,0606743002,H&M
Ivring PQ chelsea boot,shoes,catalog/images/0938190002.jpg,,Black,,,classic|minimal,,h_and_m,0938190002,H&M
Hildur wedge,shoes,catalog/images/0741714004.jpg,,Black,,,classic|minimal,,h_and_m,0741714004,H&M
Serisha Sneaker Sandal,shoes,catalog/images/0869059003.jpg,,Black,,,classic|minimal,,h_and_m,0869059003,H&M
Maximo,shoes,catalog/images/0745184005.jpg,,Dark Yellow,,,classic|minimal,,h_and_m,0745184005,H&M
Ellie slingback,shoes,catalog/images/0832122002.jpg,,Black,,,classic|minimal,,h_and_m,0832122002,H&M
Trixie espadrill,shoes,catalog/images/0721285001.jpg,,Light Pink,,,classic|minimal,,h_and_m,0721285001,H&M
Martin Sandal,shoes,catalog/images/0747564004.jpg,,Silver,,,classic|minimal,,h_and_m,0747564004,H&M
Sweetheart boot,shoes,catalog/images/0622969013.jpg,,Black,,,classic|minimal,,h_and_m,0622969013,H&M
Leonardo sandal,shoes,catalog/images/0870188001.jpg,,White,,,classic|minimal,,h_and_m,0870188001,H&M
KATE PQ ballerina,shoes,catalog/images/0578311009.jpg,,Black,,,classic|minimal,,h_and_m,0578311009,H&M
Margrite Runner,shoes,catalog/images/0806705002.jpg,,Off White,,,classic|minimal,,h_and_m,0806705002,H&M
Joan lace-up,shoes,catalog/images/0902516001.jpg,,Black,,,classic|minimal,,h_and_m,0902516001,H&M
Monty sandal window,shoes,catalog/images/0745006003.jpg,,Orange,,,classic|minimal,,h_and_m,0745006003,H&M
OL RIK men shoe,shoes,catalog/images/0543502001.jpg,,Bronze/Copper,,,statement|bold,,h_and_m,0543502001,H&M
Gamma sandalette,shoes,catalog/images/0808687001.jpg,,Gold,,,statement|bold,,h_and_m,0808687001,H&M
Flower Sandal,shoes,catalog/images/0686026001.jpg,,Dark Turquoise,,,classic|minimal,,h_and_m,0686026001,H&M
Miro Loaferina,shoes,catalog/images/0903673001.jpg,,Black,,,classic|minimal,,h_and_m,0903673001,H&M
Joan heeled boot,shoes,catalog/images/0902358001.jpg,,Black,,,classic|minimal,,h_and_m,0902358001,H&M
Mimmi new,shoes,catalog/images/0727880016.jpg,,Black,,,bold|statement,,h_and_m,0727880016,H&M
OL PALVIN PQ sneaker,shoes,catalog/images/0578198002.jpg,,Light Beige,,,classic|minimal,,h_and_m,0578198002,H&M
Theresa Loafer,shoes,catalog/images/0805095001.jpg,,Black,,,classic|minimal,,h_and_m,0805095001,H&M
Henrik ballerina,shoes,catalog/images/0469039040.jpg,,Dark Beige,,,bold|statement,,h_and_m,0469039040,H&M
GLASSIG ESPADRILLE,shoes,catalog/images/0349301022.jpg,,Red,,,classic|minimal,,h_and_m,0349301022,H&M
Lova slip-in,shoes,catalog/images/0826630001.jpg,,Beige,,,classic|minimal,,h_and_m,0826630001,H&M
Austen sandalette,shoes,catalog/images/0859279001.jpg,,Gold,,,classic|minimal,,h_and_m,0859279001,H&M
Sonia sandalette,shoes,catalog/images/0889684001.jpg,,Beige,,,classic|minimal,,h_and_m,0889684001,H&M
OL BARNES Espadrille,shoes,catalog/images/0620745001.jpg,,Black,,,classic|minimal,,h_and_m,0620745001,H&M
Ren platform sandalette,shoes,catalog/images/0897899001.jpg,,Yellowish Brown,,,bold|statement,,h_and_m,0897899001,H&M
Uma semi-boot,shoes,catalog/images/0808467003.jpg,,Beige,,,classic|minimal,,h_and_m,0808467003,H&M
Selda thong sandal,shoes,catalog/images/0808624007.jpg,,Beige,,,classic|minimal,,h_and_m,0808624007,H&M
Debbie derby,shoes,catalog/images/0721280001.jpg,,Black,,,classic|minimal,,h_and_m,0721280001,H&M
OL JUN PQ Pump,shoes,catalog/images/0673832002.jpg,,Light Beige,,,classic|minimal,,h_and_m,0673832002,H&M
Melodie PQ pump,shoes,catalog/images/0902831002.jpg,,Dark Grey,,,classic|minimal,,h_and_m,0902831002,H&M
Sivert sneaker,shoes,catalog/images/0460363017.jpg,,Black,,,bold|statement,,h_and_m,0460363017,H&M
Escota slipper,shoes,catalog/images/0699341002.jpg,,Beige,,,classic|minimal,,h_and_m,0699341002,H&M
Zola sandal,shoes,catalog/images/0880521001.jpg,,Black,,,classic|minimal,,h_and_m,0880521001,H&M
Ellen Espadrille,shoes,catalog/images/0853191003.jpg,,Light Pink,,,classic|minimal,,h_and_m,0853191003,H&M
CE- CATOS boot,shoes,catalog/images/0818146001.jpg,,Black,,,classic|minimal,,h_and_m,0818146001,H&M
Arriba ballerina,shoes,catalog/images/0650506002.jpg,,Dark Orange,,,classic|minimal,,h_and_m,0650506002,H&M
Mara sandal,shoes,catalog/images/0631878004.jpg,,Dark Red,,,classic|minimal,,h_and_m,0631878004,H&M
OL BELWAL PQ wedge,shoes,catalog/images/0734179003.jpg,,Orange,,,classic|minimal,,h_and_m,0734179003,H&M
Fran PQ boot,shoes,catalog/images/0782141001.jpg,,Black,,,classic|minimal,,h_and_m,0782141001,H&M
Blake Sandal,shoes,catalog/images/0823025001.jpg,,Black,,,classic|minimal,,h_and_m,0823025001,H&M
Brent ballerina,shoes,catalog/images/0759156004.jpg,,Yellow,,,bold|statement,,h_and_m,0759156004,H&M
Angie bow ballerina,shoes,catalog/images/0786259002.jpg,,Black,,,classic|minimal,,h_and_m,0786259002,H&M
Sesam sneaker (1),shoes,catalog/images/0655287002.jpg,,White,,,classic|minimal,,h_and_m,0655287002,H&M
OL OSBORNE PQ loafer,shoes,catalog/images/0717445001.jpg,,Yellowish Brown,,,classic|minimal,,h_and_m,0717445001,H&M
Carly sneaker,shoes,catalog/images/0760748006.jpg,,White,,,classic|minimal,,h_and_m,0760748006,H&M
OL ERIN slip-in,shoes,catalog/images/0654983001.jpg,,Light Blue,,,classic|preppy,,h_and_m,0654983001,H&M
Mondrian Sneaker,shoes,catalog/images/0803624001.jpg,,White,,,classic|minimal,,h_and_m,0803624001,H&M
Amanda loafer,shoes,catalog/images/0574717001.jpg,,Light Beige,,,classic|minimal,,h_and_m,0574717001,H&M
OL TRANCE (1),shoes,catalog/images/0512630007.jpg,,Dark Red,,,classic|minimal,,h_and_m,0512630007,H&M
Roland semiboot,shoes,catalog/images/0808953001.jpg,,Black,,,classic|minimal,,h_and_m,0808953001,H&M
Frankie sandal,shoes,catalog/images/0650672001.jpg,,Black,,,classic|minimal,,h_and_m,0650672001,H&M
OL LONDONE PQ Pump,shoes,catalog/images/0673905003.jpg,,Yellowish Brown,,,classic|minimal,,h_and_m,0673905003,H&M
Diane slingback pump,shoes,catalog/images/0722315001.jpg,,Black,,,classic|minimal,,h_and_m,0722315001,H&M
Glassig espadrill,shoes,catalog/images/0759160001.jpg,,Light Yellow,,,bold|statement,,h_and_m,0759160001,H&M
Gabriella slip-in,shoes,catalog/images/0607788001.jpg,,Black,,,classic|minimal,,h_and_m,0607788001,H&M
OL ROOSEWELT PQ Wedge,shoes,catalog/images/0651059002.jpg,,Dark Red,,,classic|minimal,,h_and_m,0651059002,H&M
Efi sandalette,shoes,catalog/images/0890386003.jpg,,Beige,,,,,h_and_m,0890386003,H&M
Mary DTP,shoes,catalog/images/0517762005.jpg,,Light Beige,,,classic|minimal,,h_and_m,0517762005,H&M
OL YOUNGER PQ Boot,shoes,catalog/images/0674103002.jpg,,Dark Orange,,,classic|minimal,,h_and_m,0674103002,H&M
Bose sandalette,shoes,catalog/images/0889663001.jpg,,Black,,,classic|minimal,,h_and_m,0889663001,H&M
Kinen sneaker,shoes,catalog/images/0771157006.jpg,,Beige,,,bold|modern,,h_and_m,0771157006,H&M
TURIN,shoes,catalog/images/0589268003.jpg,,Dark Orange,,,classic|minimal,,h_and_m,0589268003,H&M
Girona semi-open,shoes,catalog/images/0656996001.jpg,,Black,,,classic|minimal,,h_and_m,0656996001,H&M
Ivanka ballerina,shoes,catalog/images/0689134002.jpg,,Yellowish Brown,,,bold|statement,,h_and_m,0689134002,H&M
Barcia,shoes,catalog/images/0657195001.jpg,,Black,,,classic|minimal,,h_and_m,0657195001,H&M
Alma Sneaker,shoes,catalog/images/0569355013.jpg,,Black,,,classic|minimal,,h_and_m,0569355013,H&M
Beach Sandal new,shoes,catalog/images/0768825001.jpg,,Black,,,classic|minimal,,h_and_m,0768825001,H&M
Patsy Platform N,shoes,catalog/images/0916256001.jpg,,Black,,,classic|minimal,,h_and_m,0916256001,H&M
Vivi Pleated Dress,dress,catalog/images/0718086003.jpg,,Dark Blue,,,classic|minimal|dressy|feminine,,h_and_m,0718086003,H&M
Razzle Dress (1),dress,catalog/images/0915047008.jpg,,Black,,,classic|minimal|dressy|feminine,trendy|going_out,h_and_m,0915047008,H&M
Marseille dress,dress,catalog/images/0710608002.jpg,,Light Yellow,,,classic|minimal|feminine|versatile,,h_and_m,0710608002,H&M
Maria dress,dress,catalog/images/0573096001.jpg,,Red,,,bold|statement,everyday|casual,h_and_m,0573096001,H&M
FF PI Haley dress,dress,catalog/images/0909370001.jpg,,Off White,,,elegant|dressy,everyday|casual,h_and_m,0909370001,H&M
Emilia dress,dress,catalog/images/0879702002.jpg,,Light Blue,,,classic|minimal|feminine|versatile,,h_and_m,0879702002,H&M
Lagos Dress,dress,catalog/images/0858329001.jpg,,Black,,,classic|minimal|feminine|versatile,everyday|casual,h_and_m,0858329001,H&M
Meet the Parents dress,dress,catalog/images/0608007003.jpg,,Light Blue,,,feminine|romantic|versatile,,h_and_m,0608007003,H&M
Maryam dress,dress,catalog/images/0832475001.jpg,,Black,,,classic|minimal|dressy|feminine,everyday|casual,h_and_m,0832475001,H&M
LE Patchouli Kaftan,dress,catalog/images/0859874001.jpg,,White,,,feminine|boho,,h_and_m,0859874001,H&M
Tabia dress,dress,catalog/images/0879298005.jpg,,Dark Purple,,,classic|minimal|basic|casual,everyday|casual,h_and_m,0879298005,H&M
Linda dress,dress,catalog/images/0772171001.jpg,,Yellow,,,classic|minimal|feminine|versatile,,h_and_m,0772171001,H&M
Amalia dress,dress,catalog/images/0841434007.jpg,,Dark Orange,,,classic|minimal|basic|casual,everyday|casual,h_and_m,0841434007,H&M
Starlight,dress,catalog/images/0787237005.jpg,,Dark Green,,,classic|minimal|feminine|versatile,everyday|casual,h_and_m,0787237005,H&M
MC Kia trs,dress,catalog/images/0652998001.jpg,,Beige,,,classic|minimal|work,,h_and_m,0652998001,H&M
Glasses dress,dress,catalog/images/0661383008.jpg,,Dark Green,,,classic|minimal|feminine|work,trendy|going_out,h_and_m,0661383008,H&M
J Panama,dress,catalog/images/0658919001.jpg,,Black,,,classic|minimal|feminine|versatile,everyday|casual,h_and_m,0658919001,H&M
Julienne Dress,dress,catalog/images/0836389002.jpg,,Green,,,feminine|romantic|versatile,,h_and_m,0836389002,H&M
LOGG Malta dress,dress,catalog/images/0798969001.jpg,,Light Beige,,,casual|feminine|work,,h_and_m,0798969001,H&M
Scorpio,dress,catalog/images/0807329001.jpg,,Black,,,classic|minimal|feminine|versatile,everyday|casual,h_and_m,0807329001,H&M
Mint dress,dress,catalog/images/0835045003.jpg,,Black,,,classic|minimal|dressy|feminine,trendy|going_out,h_and_m,0835045003,H&M
Teddy,dress,catalog/images/0637283005.jpg,,Black,,,classic|minimal|feminine|versatile,,h_and_m,0637283005,H&M
Razzle Dress,dress,catalog/images/0915047001.jpg,,Pink,,,classic|minimal|dressy|feminine,trendy|going_out,h_and_m,0915047001,H&M
Leonardo,dress,catalog/images/0755738001.jpg,,Dark Orange,,,classic|minimal|feminine|versatile,,h_and_m,0755738001,H&M
Hosk dress,dress,catalog/images/0921774001.jpg,,Light Beige,,,classic|minimal|feminine|versatile,everyday|casual,h_and_m,0921774001,H&M
ED Tuna short dress,dress,catalog/images/0854987001.jpg,,Dark Beige,,,bold|statement|feminine|work,,h_and_m,0854987001,H&M
SHELL DRESS,dress,catalog/images/0858161002.jpg,,Black,,,classic|minimal|dressy|feminine,,h_and_m,0858161002,H&M
Somerset off-shoulder dress,dress,catalog/images/0916861001.jpg,,Yellowish Brown,,,bold|statement|feminine|work,trendy|going_out,h_and_m,0916861001,H&M
Beetroot jumpsuit.,dress,catalog/images/0782073001.jpg,,Black,,,classic|minimal|dressy|feminine,,h_and_m,0782073001,H&M
Pepper polo dress,dress,catalog/images/0766603001.jpg,,Dark Blue,,,bold|statement|dressy|feminine,everyday,h_and_m,0766603001,H&M
Cirrus dress,dress,catalog/images/0904708001.jpg,,Black,,,classic|minimal|feminine|versatile,everyday|casual,h_and_m,0904708001,H&M
Daiquiri OL,dress,catalog/images/0600510001.jpg,,Dark Red,,,classic|minimal|feminine|versatile,everyday|casual,h_and_m,0600510001,H&M
Filippa Dress,dress,catalog/images/0689140001.jpg,,Black,,,classic|minimal|feminine|versatile,,h_and_m,0689140001,H&M
Nile Dress,dress,catalog/images/0903569003.jpg,,Dark Red,,,classic|minimal|feminine|work,everyday,h_and_m,0903569003,H&M
Mirella,dress,catalog/images/0766006001.jpg,,Black,,,classic|minimal|basic|casual,everyday|casual,h_and_m,0766006001,H&M
Mini La Brea Dress,dress,catalog/images/0781496001.jpg,,Off White,,,bold|statement,everyday|casual,h_and_m,0781496001,H&M
Evelyn dress,dress,catalog/images/0668005002.jpg,,Dark Purple,,,classic|minimal|feminine|versatile,,h_and_m,0668005002,H&M
LOGG Megan dress,dress,catalog/images/0874493001.jpg,,Black,,,classic|minimal|dressy|feminine,,h_and_m,0874493001,H&M
W Kyoto Dress EQ,dress,catalog/images/0607764001.jpg,,Dark Blue,,,classic|minimal,everyday|casual,h_and_m,0607764001,H&M
Bayonne long dress,dress,catalog/images/0752486005.jpg,,Light Blue,,,classic|minimal|feminine|versatile,,h_and_m,0752486005,H&M
Vivi Pleated Dress,dress,catalog/images/0718086008.jpg,,Turquoise,,,classic|minimal|dressy|feminine,,h_and_m,0718086008,H&M
Elsa chiffon,dress,catalog/images/0871492001.jpg,,Light Yellow,,,bold|statement|feminine|versatile,everyday|casual,h_and_m,0871492001,H&M
Runaway lace dress,dress,catalog/images/0751254001.jpg,,Black,,,feminine|romantic|dressy,everyday|casual,h_and_m,0751254001,H&M
Swing it dress,dress,catalog/images/0589831001.jpg,,Black,,,feminine|romantic|versatile,,h_and_m,0589831001,H&M
Premium REESE dress,dress,catalog/images/0773818001.jpg,,Light Yellow,,,classic|minimal,,h_and_m,0773818001,H&M
Osaka Dress,dress,catalog/images/0653259001.jpg,,Red,,,bold|statement|feminine|work,everyday,h_and_m,0653259001,H&M
Kennedy dress (1),dress,catalog/images/0725881001.jpg,,Black,,,bold|statement|dressy|feminine,,h_and_m,0725881001,H&M
Ed Olivia,dress,catalog/images/0851305002.jpg,,White,,,bold|statement|feminine|work,everyday,h_and_m,0851305002,H&M
JUST PINK DRESS(1),dress,catalog/images/0767799004.jpg,,Dark Green,,,classic|minimal|dressy|feminine,,h_and_m,0767799004,H&M
Krabi RTW dress,dress,catalog/images/0767065001.jpg,,Greenish Khaki,,,classic|minimal|feminine|versatile,,h_and_m,0767065001,H&M
Cool Bette Stud pack,accessory,catalog/images/0552501001.jpg,,Gold,,,classic|minimal,versatile,h_and_m,0552501001,H&M
Rome elastic,accessory,catalog/images/0856992001.jpg,,Black,,,classic|minimal,versatile,h_and_m,0856992001,H&M
Flirty Manon hoop,accessory,catalog/images/0920732001.jpg,,Gold,,,classic|minimal,versatile,h_and_m,0920732001,H&M
Moscow Cross Bag,accessory,catalog/images/0436570025.jpg,,Light Beige,,,classic|minimal,versatile,h_and_m,0436570025,H&M
Ringo hipbelt,accessory,catalog/images/0673396015.jpg,,Black,,,,versatile,h_and_m,0673396015,H&M
Flirty Merry stud pk,accessory,catalog/images/0876261001.jpg,,Silver,,,classic|minimal,versatile,h_and_m,0876261001,H&M
TC NEW REPAIR PATCES DENIM 3-P,accessory,catalog/images/0822329001.jpg,,Light Blue,,,casual|classic,,h_and_m,0822329001,H&M
PQ Lucy Headband,accessory,catalog/images/0756672002.jpg,,Yellowish Brown,,,classic|minimal,versatile,h_and_m,0756672002,H&M
2p Koko pins,accessory,catalog/images/0935407001.jpg,,Gold,,,,versatile,h_and_m,0935407001,H&M
Anna Tube,accessory,catalog/images/0753278001.jpg,,Black,,,classic|minimal,versatile,h_and_m,0753278001,H&M
Vera aliceband,accessory,catalog/images/0779664001.jpg,,Orange,,,classic|minimal,versatile,h_and_m,0779664001,H&M
Class BMW Earring,accessory,catalog/images/0778161001.jpg,,Gold,,,classic|minimal,versatile,h_and_m,0778161001,H&M
Flirty Anushka hoop,accessory,catalog/images/0857750001.jpg,,White,,,classic|minimal,versatile,h_and_m,0857750001,H&M
3p glitter clips,accessory,catalog/images/0806461001.jpg,,Black,,,,versatile,h_and_m,0806461001,H&M
Flirty Ra earring,accessory,catalog/images/0707627004.jpg,,Dark Red,,,classic|minimal,versatile,h_and_m,0707627004,H&M
OL Dog Owe Knitted,accessory,catalog/images/0803182001.jpg,,Light Grey,,,classic|minimal,versatile,h_and_m,0803182001,H&M
Flirty Anna Headband 2,accessory,catalog/images/0767918008.jpg,,Light Pink,,,bold|statement,versatile,h_and_m,0767918008,H&M
Cool Bree Bandana 2,accessory,catalog/images/0665082007.jpg,,Red,,,bold|statement,versatile,h_and_m,0665082007,H&M
Basic 9-pk studs,accessory,catalog/images/0407653002.jpg,,Silver,,,classic|minimal,versatile,h_and_m,0407653002,H&M
Shirley collar,accessory,catalog/images/0931183001.jpg,,White,,,classic|minimal,versatile,h_and_m,0931183001,H&M
Flirty Anna Headband 2,accessory,catalog/images/0767918004.jpg,,Off White,,,playful|feminine,versatile,h_and_m,0767918004,H&M
Flirty Mama Flower Headband,accessory,catalog/images/0602570002.jpg,,Light Pink,,,classic|minimal,versatile,h_and_m,0602570002,H&M
Class Carro earrings RT,accessory,catalog/images/0546579003.jpg,,Silver,,,classic|minimal,versatile,h_and_m,0546579003,H&M
Eyelet hip,accessory,catalog/images/0907409001.jpg,,Black,,,statement|trendy,versatile,h_and_m,0907409001,H&M
Bebe cross bag,accessory,catalog/images/0838750001.jpg,,Black,,,classic|minimal,versatile,h_and_m,0838750001,H&M
Cool Danny earring,accessory,catalog/images/0775485001.jpg,,Gold,,,classic|minimal,versatile,h_and_m,0775485001,H&M
Small basic scrunchie,accessory,catalog/images/0762656001.jpg,,Black,,,classic|minimal,versatile,h_and_m,0762656001,H&M
Class Gwen earring,accessory,catalog/images/0763490002.jpg,,Silver,,,classic|minimal,versatile,h_and_m,0763490002,H&M
Flirty Sallie earcuff pk,accessory,catalog/images/0924137001.jpg,,Gold,,,classic|minimal,versatile,h_and_m,0924137001,H&M
Bengal,accessory,catalog/images/0624632007.jpg,,Dark Grey,,,classic|minimal,versatile,h_and_m,0624632007,H&M
